nm.dat auto written
1 2
1981  2021
1  10
1
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2  	0.2
