"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.0388968090513467 0.0174363768396569 0.0224013214224247 0.0357720052341858 0.0539565930416032 0.111366658345406 0.472252900389735 0.610481519102079 0.174605400557626 0.0441939656013542
"2" 0.0699654642629782 0.0414178299740594 0.0189411024856857 0.0221633135813625 0.0493754855734951 0.0576970148916766 0.164277566935891 0.236442563849231 0.132592860076987 0.0454862322122899
"3" 0.118885162869285 0.07199213571606 0.0376471436965179 0.0202559520631328 0.0253963714952199 0.0537851804749586 0.0831492246686789 0.162278386209065 1 0.100885227486558
"4" 0.0522482359488799 0.126107884725953 0.076446574025626 0.0446437411899192 0.0236953546864658 0.032372475126112 0.0809172729471999 0.139289582028839 0.68736481460456 0.130185143555518
"5" 0.0653849564998314 0.0467220699911671 0.219083119713917 0.116477010700472 0.0665600593733455 0.0298958593531802 0.0343935158447182 0.0589840110383398 0.136258730911228 0.159978510230102
"6" 0.0279246552765418 0.063727385385497 0.0630560612381887 0.163871456206901 0.154653225355662 0.0436685786736462 0.034127023791479 0.0685962411898782 0.217064509172377 0.161887757830367
"7" 0.0317251904321191 0.0260621682472523 0.0639770976094624 0.0843650211212102 0.117732528340282 0.081180531288971 0.0552856372188898 0.0491254968405257 0.0638726799727732 0.168967435134327
"8" 0.031223636858765 0.0256059396717047 0.0256351007722164 0.0623483037399704 0.0868102275467169 0.179252046733411 0.14719051364069 0.0563241528602585 0.0504764763982389 0.053821768825246
"9" 0.0615160291801573 0.0347538915732193 0.0229615771930467 0.02477078900846 0.0727304916403566 0.096570200785454 0.237764450156464 0.127726548028944 0.119623910898206 0.0490156488997396
"10" 0.0185660802035546 0.0653849564998314 0.0577882305577361 0.0320559297153882 0.0343119877090745 0.0916036269218208 0.115932392380448 0.183152791158046 0.138334350976973 0.0544179428301458
"11" 0.129031967758742 0.0214179905872175 0.0644429538658153 0.0543800770260431 0.0313138223837656 0.0303290554688681 0.0898539327978628 0.0878638600827014 0.166357329769351 0.0522705117572731
"12" 0.045911591700542 0.0328871210274448 0.0182977141471073 0.0675790159150102 0.054621291595452 0.0307437699612483 0.0336948767920754 0.091862422424251 0.104479168862204 0.0463342631222056
"13" 0.0913471066047708 0.0244627467798974 0.0277766895777845 0.0212540229508379 0.0615160291801573 0.0517980029476663 0.0358613821549875 0.0466671680395546 0.102312066562734 0.0721745251405399
"14" 0.0570122997814228 0.0512859511226513 0.0233641241330922 0.0274803571579549 0.0259148510351962 0.0538462042113117 0.0636654314617963 0.0481635535575479 0.0648976684906355 0.0835805610763037
"15" 0.0971845432538735 0.0511187396276272 0.0568522840265493 0.0277938791410485 0.0327795478414931 0.0334308319954159 0.078031057014324 0.0794331347022829 0.0751310411843659 0.0862180455254543
"16" 0.0781090981053341 0.0594111813185903 0.0414556864118022 0.0481894870805929 0.0264770507968404 0.0377276811950601 0.0382772355145801 0.08476601045566 0.0767776266709561 0.0731086686980285
"17" 0.04552241895288 0.113074068939076 0.0905287278851637 0.0582355382862911 0.0479491176536528 0.0379807933306253 0.0560588274316806 0.0527337909889228 0.130774094651745 0.072358367798267
"18" 0.0875827030512027 0.041657588424244 0.111247785721023 0.0701880992276858 0.0564087571123506 0.0457930157034588 0.0374916203724848 0.0468087522743791 0.0563241528602585 0.0573812614006345
"19" 0.0676287621991895 0.0841174018748953 0.0466828338126676 0.0877510578461152 0.0714239400041872 0.047940601937769 0.0514124843863344 0.0465424282632377 0.0714239400041872 0.0660451147508968
"20" 0.110426721831445 0.0662309241524636 0.0710141279484808 0.041768006346088 0.0663948544893224 0.0693644190741901 0.0440493246136511 0.0488884547508772 0.037459964245246 0.0544685586861034
"21" 0.0416851077669028 0.0616088631370713 0.0518305377106479 0.0580336894456588 0.0479661632268612 0.07745342772956 0.0722050641394176 0.0571737288320199 0.0560865730218553 0.0378780983135903
"22" 0.0770756954910253 0.038117685633019 0.0691765358893277 0.0615160291801573 0.0821235288368435 0.0640610166997071 0.12699907693086 0.0864856440194682 0.0749243131158071 0.0364815733641986
"23" 0.0750619335896354 0.0549308073099207 0.0334641824077001 0.0762645756254287 0.0641664006742183 0.0974181092888317 0.0671120596111099 0.120836660784163 0.0900974827451969 0.0354013861798712
"24" 0.0480174133945986 0.0897933674437165 0.0522928171912001 0.0366983053450119 0.0702721603263677 0.0685182830664131 0.0769262090984032 0.068286059822384 0.0822610654834055 0.0404697962479746
"25" 0.106074925323332 0.0225461887660756 0.102130232520767 0.074890031198689 0.0491991562655276 0.0840189901401736 0.0930560933491223 0.11019561619147 0.0889586815923816 0.0495255103765922
"26" 0.0716913306338153 0.0668462815019466 0.0235601865558634 0.0887246355041468 0.0734930667243323 0.0540305787868001 0.103236768407571 0.0988575598748431 0.105668800782405 0.0448705751227157
