"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.121493596682875 0.0362921741181356 0.0649325363078568 0.00903362024850684 0.11879207480562 0.208948319022776 0.156967185336471 0.0909874685299154 0.123469684403316 0.243865397282347 0.130127692736361
"2" 0.0647044964251645 0.240352484144929 0.210828786762005 0.162131749587391 0.0127004501772236 0.216236646419294 0.484990069692787 0.527144009513818 0.222725609817339 0.364312513034479 0.381923005288855
"3" 0.0874743385690219 0.0781425024877933 0.252179108321192 0.103285222261468 0.10915030778561 0.0160067700156807 0.377268806784811 0.345057844669582 0.293319997793362 0.266354898533822 0.305340675940452
"4" 0.221441246671995 0.12729664457679 0.245774499504064 0.359370803155666 0.0905461170985729 0.123512091729804 0.0163537044057553 0.261221415405939 0.63757720931591 1.28806830157373 0.336166802094289
"5" 0.369440035874266 0.099652239197243 0.0545107330239426 0.174798819985708 0.393291519207018 0.102721983682132 0.160472947689438 0.0160342316992168 0.262179133083462 0.543440092853444 0.349615279745749
"6" 0.139679027744004 0.0600156496804827 0.0258896991671545 0.0294658008530121 0.1256106195566 0.20998385356294 0.0584807730533148 0.0781477275172837 0.0109188750805037 1 1
"7" 0.130497992857147 0.0551427095169672 0.0254023832554148 0.0117921305185871 0.0196190418650915 0.0873350169014373 0.130108278391717 0.05052807555674 0.0520091283862337 0.00815180488229188 0.165478442427626
"8" 0.404851286774165 0.0383937189292988 0.0121712966859755 0.00834135764190854 0.00821406729001007 0.0157919260635191 0.0875792053544382 0.086409287403694 0.0339897337642072 0.030252088235545 0.00650049799048801
"9" 0.0578231193747003 0.05324188003526 0.00764031781124374 0.00459041810866087 0.00639326058086563 0.0109850546408019 0.0264394383028874 0.161619240854153 0.138184213319746 0.0351760345893996 0.00680378553622829
"10" 0.0708101227432224 0.0227888343989342 0.0142566754170344 0.00421043487286916 0.00393545353598808 0.00732864115804522 0.0126453160130882 0.0370657418735106 0.0747219210440783 0.0552498712421451 0.00986268584473236
"11" 0.0304493551001797 0.0338131365651105 0.0153158708194899 0.0117014537690205 0.00426504900479398 0.00528329772988113 0.0114397035495452 0.022842568943183 0.0465493110418488 0.0644753066614736 0.0158298431006587
"12" 0.173784693661191 0.0220206334969695 0.0518624120600929 0.0223138045361323 0.0105998434918324 0.00452742873867315 0.00557060068528998 0.0136051380334288 0.0260239200226452 0.0912160569815932 0.0173373314502562
"13" 0.0917210369768413 0.0301886588910652 0.00892924090817703 0.0526893958700101 0.0253100136247047 0.0110168628338477 0.00518959823403801 0.00597319916643266 0.0164441362259709 0.0334311297043839 0.0223904544635573
"14" 0.290132217227068 0.026623572038547 0.0199402865086133 0.010641564858234 0.0493512831300279 0.0277273253328152 0.0134551438127413 0.00688194283043287 0.00952309722449917 0.0328256564304946 0.0405959311928023
"15" 0.0366231682669618 0.0174193113319865 0.00817017695724292 0.0148044699841584 0.0126451914021279 0.0581844937420041 0.0281910295346839 0.0144730746835974 0.00801119518833028 0.0123353764005145 0.0305540711317456
"16" 0.185035987909936 0.0323876125541554 0.0127088237000349 0.00752616663151911 0.018817256778246 0.0193951607357648 0.0687663598805114 0.0325947166866407 0.0164379089132483 0.00885933218774742 0.0142227784679724
"17" 0.0456714954412616 0.0661981377143443 0.0284303143051864 0.0105986194223209 0.00763470803317111 0.025265822493558 0.0219885151996878 0.0624639535076178 0.0407332741057544 0.0192906096115716 0.00809839508960242
"18" 0.0738253559611482 0.010317873667527 0.0280616917442692 0.0191924621073403 0.00816658248685623 0.00643873255354114 0.0238048985262829 0.023627219575959 0.0499910146815295 0.0354500052072543 0.00830768446979849
"19" 0.0446220527619603 0.0322292575392832 0.0075299577518206 0.0306344631029652 0.0191332935837481 0.00755573938638716 0.00726107195880592 0.0291613382872089 0.0318843546187589 0.0575841800292441 0.0114121203570381
"20" 0.127186693351376 0.0160819245026031 0.0117286757004384 0.00419728345075464 0.0205833433707367 0.0152932534835574 0.00753703419543252 0.00946833612383287 0.0435507023866027 0.0644099778790678 0.0197558244031621
"21" 0.0235468473829096 0.0511360332735576 0.00903460547067452 0.0079523536342881 0.00359224657311444 0.0173502046680124 0.0147815775134787 0.0086699918341714 0.0116747399227298 0.0584435268361138 0.0210032988211234
"22" 0.0249223361668927 0.0177495139336326 0.0209216738605772 0.00548125797992242 0.00650921884125451 0.00401930686142251 0.0214935435036281 0.0145665766795546 0.010687585865805 0.0154885113097835 0.0222363493750822
"23" 0.0367583838507766 0.0266810916270226 0.0168293960750337 0.0179205713721008 0.00590101840431769 0.00765186703402305 0.0048957792173302 0.018877086491952 0.0185288172769347 0.0123014573278873 0.014899975389622
"24" 0.0150209981432909 0.0367458839236192 0.0262412902711552 0.0156512900558481 0.0167846370456787 0.00736507723250713 0.00911014304198218 0.00817324321684365 0.0287869415520919 0.0244017563649097 0.0173354323578572
"25" 0.0972990086566787 0.0167098955380221 0.0419976070193654 0.0240877416907416 0.0138978349494462 0.0145205732213174 0.00741291620459639 0.0129482863871995 0.0119193879235178 0.040420302280876 0.0233865734357274
"26" 0.0731461874700172 0.0372628665312339 0.0140589153949242 0.0335214033345897 0.0250447667336829 0.0138426227053453 0.0153208312570872 0.00861957963293833 0.019266612492795 0.0212666954453855 0.0433419279579659
"27" 0.35512687510052 0.0601581561025644 0.0382889666826516 0.0147299812303904 0.0417727731301849 0.0333919317191233 0.0176221936663718 0.0211028046229042 0.0114428866106571 0.0304122547744401 0.0313036084284232
"28" 0.224845820664082 0.0854465221932844 0.0391944133165059 0.0407818229616717 0.0206325738999237 0.0535511870414437 0.0352992820262874 0.0203153504490558 0.026442265403857 0.0172642967103773 0.0303192418327025
"29" 0.270435915651608 0.0445941497721499 0.0459264928698907 0.0251034674234821 0.0297564645366195 0.0196454849975362 0.0408322548240848 0.0328532751807208 0.0189016626391903 0.027638146932447 0.0146813966180888
"30" 0.0846298895663239 0.0358048712782343 0.0131981423796194 0.0247066311398471 0.0150837834363135 0.0197914707132088 0.0136492495179848 0.0272147881867888 0.0224923648180627 0.0140597936898584 0.0111022231159835
"31" 0.0696311255799175 0.0640088490725934 0.0374850240351173 0.014490443030958 0.0207716507519877 0.0185642774608238 0.0255463347750787 0.0184759985289014 0.029752577019777 0.027175318908515 0.0095948019213564
"32" 0.280451036624908 0.0209582781699941 0.0358182009517142 0.0181953902128505 0.0089557944772488 0.0211476427035755 0.0164263702358508 0.0240583881082951 0.0194105374001265 0.0224100113987133 0.00916549855538976
"33" 0.129034779278806 0.0422899556126668 0.00909800163938109 0.0337184457984055 0.020756309816163 0.0108781179543506 0.0242891050941111 0.0202636811101042 0.0279162932245988 0.0179772675097387 0.0105445573636362
